fqdn,tid,e2etime,gpu_est_total,absolute_error,squared_error,percentage_relative_error,session
rodinia-myocyte-4-0.0.1,3f905d04909a20faa30e8519d21892b6,0.382366764,1.5695850303159005,1.1872182663159006,1.4094872118741326,-310.4920139753309,az-2_0_Landlord_2_4
onnx-roberta-2-0.0.1,3fd54f5582f77ed38eb1e8af231ed302,0.349466394,1.5021651643952743,1.1526987703952742,1.3287144552707773,-329.84538433050994,az-2_0_Landlord_2_4
rodinia-lavamd-1-0.0.1,3fe1eece1ed1401562ae8fd24e12d6ae,0.583441744,1.669092578016297,1.0856508340162971,1.1786377334002816,-186.0769897219245,az-2_0_Landlord_2_4
rodinia-myocyte-2-0.0.1,3feb8a411853d5d5cdffff78f79d88f8,0.299117266,1.4234105220909237,1.1242932560909238,1.2640353256915315,-375.87039729459275,az-2_0_Landlord_2_4
rodinia-pathfinder-4-0.0.1,40403feccc755725eed72125382db402,0.494157331,0.5013406952625628,0.007183364262562775,5.1600722128664036e-05,-1.4536593533938234,az-2_0_Landlord_2_4
rodinia-myocyte-4-0.0.1,4047e8a6ed1ceacedd57f8dc1de65bd8,0.249242325,2.407005462619391,2.157763137619391,4.655941758069079,-865.729019988636,az-2_0_Landlord_2_4
rodinia-needle-3-0.0.1,4062a02bf97521cd203f9bd926adac64,3.402597184,5.485172396419128,2.082575212419128,4.337119515382576,-61.20545864823498,az-2_0_Landlord_2_4
rodinia-srad-2-0.0.1,4070fb5f5262228bdd1087704b59621b,3.488054371,6.272916411480067,2.7848620404800672,7.7554565845068035,-79.83998367782516,az-2_0_Landlord_2_4
rodinia-pathfinder-4-0.0.1,40dc67fcc04a8270d6b17e08ef4c6bed,0.454420952,0.7422316709294094,0.28781071892940946,0.08283500993066353,-63.33570616906975,az-2_0_Landlord_2_4
rodinia-needle-2-0.0.1,40e791d3eaced06c0fc0c21139b58226,1.477940327,3.0330741611256964,1.5551338341256964,2.418441242042489,-105.22304627023662,az-2_0_Landlord_2_4
rodinia-myocyte-2-0.0.1,411738fd5e044c3ea8db03c800477ab8,0.250300783,0.751164425678136,0.500863642678136,0.2508643885568115,-200.10470469768205,az-2_0_Landlord_2_4
rodinia-needle-2-0.0.1,4117b04a3033f3e78f6a9a937c656489,1.389379703,2.214728256977081,0.8253485539770811,0.6812002355520587,-59.40410329839698,az-2_0_Landlord_2_4
rodinia-pathfinder-2-0.0.1,4120a4d86991795c6dc5a40554a6f784,1.501682367,1.5109889530412717,0.00930658604127177,8.661254374359455e-05,-0.619743978206529,az-2_0_Landlord_2_4
rodinia-srad-1-0.0.1,4136c87ea55877a39d67978b1d9a9e42,1.958215244,3.971763901377066,2.013548657377066,4.0543781956249845,-102.8257063949741,az-2_0_Landlord_2_4
rodinia-lud-4-0.0.1,4152505e04e5740d9b207c96be9089e2,0.479454748,0.4797126137675544,0.0002578657675544327,6.649475407643671e-08,-0.05378312940482815,az-2_0_Landlord_2_4
onnx-roberta-1-0.0.1,41731956b007b8d28c993d56ecc52eee,0.445936789,1.0880038663601965,0.6420670773601965,0.4122501318298646,-143.98163443747552,az-2_0_Landlord_2_4
rodinia-lavamd-2-0.0.1,417fd39cad0dca495518804937edb5d0,0.631259349,1.5785607702753495,0.9473014212753494,0.8973799827502971,-150.065329373102,az-2_0_Landlord_2_4
rodinia-pathfinder-3-0.0.1,420e57753204d52e4b66d61ab51a0771,4.093114077,3.222412518641759,0.8707015583582409,0.7581212037274693,21.27235014657621,az-2_0_Landlord_2_4
